"Номер вектора","Номер задачи","amax","Целевой вес"
3,113,16777216,38723563
3,114,16777216,34506763
3,115,16777216,1843930
3,116,16777216,211177
3,117,16777216,36586786
3,118,16777216,28407114
3,119,16777216,2470994
3,120,16777216,42978802
3,121,16777216,12574778
3,122,16777216,9150480
3,123,16777216,51076645
3,124,16777216,33013384
3,125,16777216,34441936
3,126,16777216,53183694
3,127,16777216,16334932
3,128,16777216,13012553
3,129,16777216,63683962
3,130,16777216,37352800
3,131,16777216,4397781
3,132,16777216,22413074
3,133,16777216,27223884
3,134,16777216,33951269
3,135,16777216,26669114
3,136,16777216,32255826
3,137,16777216,15896571
3,138,16777216,12631988
3,139,16777216,41209141
3,140,16777216,24647147
3,141,16777216,33124268
3,142,16777216,21053715
3,143,16777216,61650030
3,144,16777216,17643124
3,145,16777216,42905069
3,146,16777216,37198337
3,147,16777216,5499943
3,148,16777216,11303293
3,149,16777216,33052368
3,150,16777216,17376512
4,151,3697661.72719483,7341265
4,152,3697661.72719483,16387349
4,153,3697661.72719483,14751892
4,154,3697661.72719483,7169119
4,155,3697661.72719483,13109725
4,156,3697661.72719483,10830564
4,157,3697661.72719483,11435557
4,158,3697661.72719483,1677414
4,159,3697661.72719483,10243310
4,160,3697661.72719483,4805466
4,161,3697661.72719483,10639834
4,162,3697661.72719483,4228340
4,163,3697661.72719483,5488490
4,164,3697661.72719483,7277265
4,165,3697661.72719483,12746549
4,166,3697661.72719483,8899845
4,167,3697661.72719483,4166729
4,168,3697661.72719483,5798450
4,169,3697661.72719483,9751483
4,170,3697661.72719483,4121795
4,171,3697661.72719483,11542431
4,172,3697661.72719483,5113728
4,173,3697661.72719483,5762748
4,174,3697661.72719483,13182983
4,175,3697661.72719483,2597594
4,176,3697661.72719483,13814137
4,177,3697661.72719483,8095559
4,178,3697661.72719483,7440158
4,179,3697661.72719483,9385088
4,180,3697661.72719483,16171785
4,181,3697661.72719483,5551884
4,182,3697661.72719483,2471799
4,183,3697661.72719483,2811735
4,184,3697661.72719483,6369228
4,185,3697661.72719483,7140902
4,186,3697661.72719483,14590456
4,187,3697661.72719483,3698439
4,188,3697661.72719483,5684107
4,189,3697661.72719483,2047690
4,190,3697661.72719483,6473106
4,191,3697661.72719483,942012
4,192,3697661.72719483,3773071
4,193,3697661.72719483,7702267
4,194,3697661.72719483,13308006
4,195,3697661.72719483,5135574
4,196,3697661.72719483,6156953
4,197,3697661.72719483,3055047
4,198,3697661.72719483,5897739
4,199,3697661.72719483,9799685
4,200,3697661.72719483,3259789
5,201,1048576,740775
5,202,1048576,185431
5,203,1048576,1002833
5,204,1048576,641811
5,205,1048576,825490
5,206,1048576,1587004
5,207,1048576,7281
5,208,1048576,596747
5,209,1048576,3622665
5,210,1048576,1339047
5,211,1048576,2398177
5,212,1048576,880080
5,213,1048576,949204
5,214,1048576,721923
5,215,1048576,43539
5,216,1048576,3925100
5,217,1048576,152053
5,218,1048576,502949
5,219,1048576,3516709
5,220,1048576,553208
5,221,1048576,566384
5,222,1048576,566384
5,223,1048576,1290091
5,224,1048576,1312702
5,225,1048576,1319555
5,226,1048576,1683487
5,227,1048576,1141227
5,228,1048576,775593
5,229,1048576,2389319
5,230,1048576,81228
5,231,1048576,1500760
5,232,1048576,1059493
5,233,1048576,1577316
5,234,1048576,553208
5,235,1048576,2774633
5,236,1048576,361022
5,237,1048576,1250435
5,238,1048576,3524828
5,239,1048576,2441046
5,240,1048576,126501
5,241,1048576,1539927
5,242,1048576,558247
5,243,1048576,442250
5,244,1048576,1829284
5,245,1048576,1298941
5,246,1048576,73947
5,247,1048576,2380796
5,248,1048576,3613143
5,249,1048576,43539
5,250,1048576,1077587
6,251,360974.76557387,857242
6,252,360974.76557387,663500
6,253,360974.76557387,323060
6,254,360974.76557387,465646
6,255,360974.76557387,1491951
6,256,360974.76557387,778408
6,257,360974.76557387,27138
6,258,360974.76557387,925854
6,259,360974.76557387,1227141
6,260,360974.76557387,1169757
6,261,360974.76557387,187735
6,262,360974.76557387,681104
6,263,360974.76557387,188510
6,264,360974.76557387,981962
6,265,360974.76557387,242583
6,266,360974.76557387,742149
6,267,360974.76557387,694289
6,268,360974.76557387,554744
6,269,360974.76557387,628630
6,270,360974.76557387,320709
6,271,360974.76557387,1091553
6,272,360974.76557387,720020
6,273,360974.76557387,1086799
6,274,360974.76557387,1331330
6,275,360974.76557387,174084
6,276,360974.76557387,1101864
6,277,360974.76557387,833526
6,278,360974.76557387,332063
6,279,360974.76557387,849608
6,280,360974.76557387,307868
6,281,360974.76557387,667585
6,282,360974.76557387,1202918
6,283,360974.76557387,300888
6,284,360974.76557387,393596
6,285,360974.76557387,1063259
6,286,360974.76557387,300888
6,287,360974.76557387,481952
6,288,360974.76557387,504972
6,289,360974.76557387,618732
6,290,360974.76557387,986050
6,291,360974.76557387,940236
6,292,360974.76557387,1650718
6,293,360974.76557387,1192744
6,294,360974.76557387,642849
6,295,360974.76557387,804789
6,296,360974.76557387,1214408
6,297,360974.76557387,92683
6,298,360974.76557387,1496026
6,299,360974.76557387,447801
6,300,360974.76557387,413309
7,301,144715.220736254,207707
7,302,144715.220736254,131466
7,303,144715.220736254,57614
7,304,144715.220736254,437795
7,305,144715.220736254,218070
7,306,144715.220736254,511631
7,307,144715.220736254,371646
7,308,144715.220736254,104298
7,309,144715.220736254,245489
7,310,144715.220736254,381305
7,311,144715.220736254,345018
7,312,144715.220736254,100694
7,313,144715.220736254,376844
7,314,144715.220736254,86833
7,315,144715.220736254,400614
7,316,144715.220736254,436712
7,317,144715.220736254,323880
7,318,144715.220736254,173776
7,319,144715.220736254,359958
7,320,144715.220736254,515595
7,321,144715.220736254,388040
7,322,144715.220736254,120407
7,323,144715.220736254,16295
7,324,144715.220736254,274704
7,325,144715.220736254,351203
7,326,144715.220736254,335897
7,327,144715.220736254,437642
7,328,144715.220736254,351428
7,329,144715.220736254,436750
7,330,144715.220736254,110624
7,331,144715.220736254,90539
7,332,144715.220736254,168861
7,333,144715.220736254,70885
7,334,144715.220736254,147598
7,335,144715.220736254,428571
7,336,144715.220736254,179144
7,337,144715.220736254,350906
7,338,144715.220736254,423345
7,339,144715.220736254,155823
7,340,144715.220736254,170004
7,341,144715.220736254,525885
7,342,144715.220736254,477433
7,343,144715.220736254,371690
7,344,144715.220736254,294578
7,345,144715.220736254,16295
7,346,144715.220736254,160321
7,347,144715.220736254,261437
7,348,144715.220736254,309324
7,349,144715.220736254,54590
7,350,144715.220736254,41319
