"Номер вектора","Номер задачи","amax","Целевой вес"
4,198,3697661.72719483,509610
4,199,3697661.72719483,7642212
4,200,3697661.72719483,5923046
5,201,1048576,2345698
5,202,1048576,1994129
5,203,1048576,1644941
5,204,1048576,925102
5,205,1048576,1482061
5,206,1048576,1679081
5,207,1048576,2283366
5,208,1048576,2674338
5,209,1048576,1779237
5,210,1048576,961505
5,211,1048576,1998749
5,212,1048576,1887000
5,213,1048576,1055918
5,214,1048576,3893814
5,215,1048576,1458920
5,216,1048576,2461404
5,217,1048576,822913
5,218,1048576,3803327
5,219,1048576,3134131
5,220,1048576,1518616
5,221,1048576,1446304
5,222,1048576,1761116
5,223,1048576,1626713
5,224,1048576,3919363
5,225,1048576,1374656
5,226,1048576,3735298
5,227,1048576,2749393
5,228,1048576,3012000
5,229,1048576,3674324
5,230,1048576,2051371
5,231,1048576,3275554
5,232,1048576,3407368
5,233,1048576,1436680
5,234,1048576,2121765
5,235,1048576,69607
5,236,1048576,2433725
5,237,1048576,1741831
5,238,1048576,584104
5,239,1048576,1937856
5,240,1048576,755095
5,241,1048576,3200505
5,242,1048576,498959
5,243,1048576,3251485
5,244,1048576,183752
5,245,1048576,1626798
5,246,1048576,1893161
5,247,1048576,183752
5,248,1048576,1423976
5,249,1048576,2296478
5,250,1048576,3118084
6,251,360974.76557387,1283437
6,252,360974.76557387,990824
6,253,360974.76557387,652706
6,254,360974.76557387,143385
6,255,360974.76557387,451276
6,256,360974.76557387,811175
6,257,360974.76557387,861034
6,258,360974.76557387,829761
6,259,360974.76557387,331850
6,260,360974.76557387,330974
6,261,360974.76557387,4594
6,262,360974.76557387,559646
6,263,360974.76557387,783249
6,264,360974.76557387,234575
6,265,360974.76557387,608304
6,266,360974.76557387,255910
6,267,360974.76557387,637356
6,268,360974.76557387,891658
6,269,360974.76557387,660266
6,270,360974.76557387,492194
6,271,360974.76557387,982928
6,272,360974.76557387,429247
6,273,360974.76557387,112525
6,274,360974.76557387,699586
6,275,360974.76557387,974885
6,276,360974.76557387,1108013
6,277,360974.76557387,1043189
6,278,360974.76557387,770487
6,279,360974.76557387,33776
6,280,360974.76557387,739055
6,281,360974.76557387,390746
6,282,360974.76557387,388620
6,283,360974.76557387,180716
6,284,360974.76557387,347100
6,285,360974.76557387,533167
6,286,360974.76557387,668878
6,287,360974.76557387,414870
6,288,360974.76557387,1368281
6,289,360974.76557387,835630
6,290,360974.76557387,894497
6,291,360974.76557387,427382
6,292,360974.76557387,614011
6,293,360974.76557387,1473412
6,294,360974.76557387,538216
6,295,360974.76557387,146940
6,296,360974.76557387,376460
6,297,360974.76557387,589076
6,298,360974.76557387,1028283
6,299,360974.76557387,1167148
6,300,360974.76557387,1192986
7,301,144715.220736254,244465
7,302,144715.220736254,288507
7,303,144715.220736254,90440
7,304,144715.220736254,404302
7,305,144715.220736254,506236
7,306,144715.220736254,383947
7,307,144715.220736254,165080
7,308,144715.220736254,112200
7,309,144715.220736254,400393
7,310,144715.220736254,82462
7,311,144715.220736254,288097
7,312,144715.220736254,269521
7,313,144715.220736254,374374
7,314,144715.220736254,256546
7,315,144715.220736254,256962
7,316,144715.220736254,395363
7,317,144715.220736254,54801
7,318,144715.220736254,276262
7,319,144715.220736254,217978
7,320,144715.220736254,456720
7,321,144715.220736254,380806
7,322,144715.220736254,467499
7,323,144715.220736254,299882
7,324,144715.220736254,273580
7,325,144715.220736254,231136
7,326,144715.220736254,315659
7,327,144715.220736254,223123
7,328,144715.220736254,538777
7,329,144715.220736254,358338
7,330,144715.220736254,437901
7,331,144715.220736254,307950
7,332,144715.220736254,272063
7,333,144715.220736254,128096
7,334,144715.220736254,483671
7,335,144715.220736254,182396
7,336,144715.220736254,137678
7,337,144715.220736254,352356
7,338,144715.220736254,371634
7,339,144715.220736254,403759
7,340,144715.220736254,286837
7,341,144715.220736254,236873
7,342,144715.220736254,412445
7,343,144715.220736254,661034
7,344,144715.220736254,295746
7,345,144715.220736254,440577
7,346,144715.220736254,109443
7,347,144715.220736254,85531
7,348,144715.220736254,349066
7,349,144715.220736254,464071
7,350,144715.220736254,176301
