"Номер вектора","Номер задачи","amax","Целевой вес"
4,194,3697661.72719483,3372081
4,195,3697661.72719483,8893076
4,196,3697661.72719483,2703057
4,197,3697661.72719483,3291579
4,198,3697661.72719483,11041353
4,199,3697661.72719483,9023861
4,200,3697661.72719483,2340708
5,201,1048576,272610
5,202,1048576,2016269
5,203,1048576,991524
5,204,1048576,2837348
5,205,1048576,1028141
5,206,1048576,1086819
5,207,1048576,3532136
5,208,1048576,2364695
5,209,1048576,1657830
5,210,1048576,1190617
5,211,1048576,3010198
5,212,1048576,2691648
5,213,1048576,1847035
5,214,1048576,2514014
5,215,1048576,1326403
5,216,1048576,3849651
5,217,1048576,3185430
5,218,1048576,122473
5,219,1048576,2481047
5,220,1048576,323883
5,221,1048576,1454348
5,222,1048576,2263930
5,223,1048576,1380163
5,224,1048576,2479457
5,225,1048576,1841300
5,226,1048576,3000889
5,227,1048576,1691338
5,228,1048576,1711944
5,229,1048576,1775739
5,230,1048576,1290497
5,231,1048576,1626887
5,232,1048576,569852
5,233,1048576,1655686
5,234,1048576,2357983
5,235,1048576,4069966
5,236,1048576,1583011
5,237,1048576,1761499
5,238,1048576,3371614
5,239,1048576,3621137
5,240,1048576,3102557
5,241,1048576,727583
5,242,1048576,2145271
5,243,1048576,1541805
5,244,1048576,2250789
5,245,1048576,2576605
5,246,1048576,323883
5,247,1048576,3120129
5,248,1048576,2886498
5,249,1048576,2044356
5,250,1048576,583603
6,251,360974.76557387,909344
6,252,360974.76557387,1161834
6,253,360974.76557387,632327
6,254,360974.76557387,278437
6,255,360974.76557387,832983
6,256,360974.76557387,1303749
6,257,360974.76557387,1310686
6,258,360974.76557387,663204
6,259,360974.76557387,598635
6,260,360974.76557387,1153727
6,261,360974.76557387,82623
6,262,360974.76557387,741547
6,263,360974.76557387,592920
6,264,360974.76557387,189795
6,265,360974.76557387,801871
6,266,360974.76557387,869930
6,267,360974.76557387,271866
6,268,360974.76557387,873769
6,269,360974.76557387,188482
6,270,360974.76557387,633598
6,271,360974.76557387,279648
6,272,360974.76557387,803987
6,273,360974.76557387,998515
6,274,360974.76557387,861973
6,275,360974.76557387,749283
6,276,360974.76557387,714019
6,277,360974.76557387,382699
6,278,360974.76557387,512494
6,279,360974.76557387,990424
6,280,360974.76557387,488039
6,281,360974.76557387,248598
6,282,360974.76557387,1084124
6,283,360974.76557387,298591
6,284,360974.76557387,1087639
6,285,360974.76557387,13678
6,286,360974.76557387,1062818
6,287,360974.76557387,811875
6,288,360974.76557387,773370
6,289,360974.76557387,251037
6,290,360974.76557387,147506
6,291,360974.76557387,891265
6,292,360974.76557387,820092
6,293,360974.76557387,692652
6,294,360974.76557387,537180
6,295,360974.76557387,482088
6,296,360974.76557387,493396
6,297,360974.76557387,357428
6,298,360974.76557387,55619
6,299,360974.76557387,735260
6,300,360974.76557387,1042255
7,301,144715.220736254,55547
7,302,144715.220736254,118128
7,303,144715.220736254,102636
7,304,144715.220736254,38252
7,305,144715.220736254,260232
7,306,144715.220736254,231944
7,307,144715.220736254,34666
7,308,144715.220736254,226014
7,309,144715.220736254,170974
7,310,144715.220736254,447891
7,311,144715.220736254,195105
7,312,144715.220736254,309452
7,313,144715.220736254,150791
7,314,144715.220736254,225928
7,315,144715.220736254,330678
7,316,144715.220736254,287344
7,317,144715.220736254,1084
7,318,144715.220736254,293075
7,319,144715.220736254,202394
7,320,144715.220736254,222984
7,321,144715.220736254,199203
7,322,144715.220736254,88520
7,323,144715.220736254,161445
7,324,144715.220736254,98762
7,325,144715.220736254,14804
7,326,144715.220736254,396937
7,327,144715.220736254,148675
7,328,144715.220736254,225203
7,329,144715.220736254,238714
7,330,144715.220736254,118598
7,331,144715.220736254,277761
7,332,144715.220736254,271423
7,333,144715.220736254,174759
7,334,144715.220736254,377982
7,335,144715.220736254,165295
7,336,144715.220736254,21908
7,337,144715.220736254,175761
7,338,144715.220736254,375219
7,339,144715.220736254,184445
7,340,144715.220736254,256521
7,341,144715.220736254,109178
7,342,144715.220736254,263732
7,343,144715.220736254,71655
7,344,144715.220736254,312431
7,345,144715.220736254,321592
7,346,144715.220736254,273329
7,347,144715.220736254,469166
7,348,144715.220736254,175227
7,349,144715.220736254,78005
7,350,144715.220736254,349122
